ID_BCT_O,ID_ANPR,CALLE,ESQUINA / ENTRE CALLES,COLONIA,TRAMO,SECTOR_UPC,ALCALDÍA,C2,LATITUD,LONGITUD,CLASIFICACION,BOTON,ALTAVOZ,TIPO_POSTE,NUMCAMS,NUMBOT,NUMALT,CANT_ALTAVOZ,TIPO CAMARA,PROYECTO,FECHA_INSTALACIÓN,FASE2019,FASE_ORIGEN,ALCALDIA,SECTOR
MC3077,0,SAN CELSO,AV. STA URSULA,PEDREGAL DE SANTA URSULA,#N/A,XOTEPINGO,COYOACAN,SUR,19.308375,-99.150465,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3078,0,SAN RAÚ,SAN MACARIO,PEDREGAL DE SANTA URSULA,#N/A,XOTEPINGO,COYOACAN,SUR,19.31345284,-99.15192,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3079,0,SAN APOLINAR,SAN JULIO,PEDREGAL DE SANTA URSULA,#N/A,XOTEPINGO,COYOACAN,SUR,19.30696142,-99.14971474,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3080,0,SAN ALEJANDRO,STO. TOMÁS,PEDREGAL DE SANTA URSULA,#N/A,XOTEPINGO,COYOACAN,SUR,19.306152,-99.155222,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3081,0,SAN JORGE,SAN PASCACIO,PEDREGAL DE SANTA URSULA,#N/A,XOTEPINGO,COYOACAN,SUR,19.30915278,-99.15941831,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3082,0,SAN GABRIEL,SAN ALBERTO,PEDREGAL DE SANTA URSULA,#N/A,XOTEPINGO,COYOACAN,SUR,19.31486252,-99.15010045,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3083,0,SAN JORGE,SAN VALENTIN,PEDREGAL DE SANTA URSULA,#N/A,XOTEPINGO,COYOACAN,SUR,19.31006279,-99.16234713,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3084,0,SAN PERFECTO,SAN GONZALO,PEDREGAL DE SANTA URSULA,#N/A,XOTEPINGO,COYOACAN,SUR,19.3105955,-99.147795,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3085,0,SAN ALBERTO,SAN RICARDO,PEDREGAL DE SANTA URSULA,#N/A,XOTEPINGO,COYOACAN,SUR,19.31618551,-99.15467071,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3086,0,SAN VICTORIO,SAN ALBERTO,PEDREGAL DE SANTA URSULA,#N/A,XOTEPINGO,COYOACAN,SUR,19.3153726,-99.1524937,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3087,0,SAN ALBERTO,SAN CELSO,PEDREGAL DE SANTA URSULA,#N/A,XOTEPINGO,COYOACAN,SUR,19.31422635,-99.14860648,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3100,0,SAN GONZALO,SAN BENITO,PEDREGAL DE SANTA URSULA,#N/A,XOTEPINGO,COYOACAN,SUR,19.31185335,-99.15186303,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3159,0,ZAPOTECAS,NEZAHUALPILLI Y REY PAPATZIN,AJUSCO,#N/A,XOTEPINGO,COYOACAN,SUR,19.315984,-99.167755,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3251,0,CALMECAC,XOLOC,ADOLFO RUIZ CORTINEZ,#N/A,XOTEPINGO,COYOACAN,SUR,19.32127935,-99.14790239,CRUCES SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3331,0,AV. DIVISION DEL NORTE,OCELOTL,PUEBLO DE SAN PABLO TEPETLAPA,#N/A,XOTEPINGO,COYOACAN,SUR,19.325861,-99.140444,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3332,0,HIDALGO,EMILIANO ZAPATA,PUEBLO DE SAN PABLO TEPETLAPA,#N/A,XOTEPINGO,COYOACAN,SUR,19.32337956,-99.14080241,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3333,0,CALZ DE TLALPAN,AV. DIVISION DEL NORTE,PUEBLO DE SAN PABLO TEPETLAPA,#N/A,XOTEPINGO,COYOACAN,SUR,19.31967552,-99.13866066,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3334,0,ILHUICAMINA,HIDALGO,PUEBLO DE SAN PABLO TEPETLAPA,#N/A,XOTEPINGO,COYOACAN,SUR,19.32383275,-99.14240236,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3335,0,AV. DIVISION DEL NORTE,CONAHUAC,PUEBLO DE SAN PABLO TEPETLAPA,#N/A,XOTEPINGO,COYOACAN,SUR,19.32345949,-99.13944091,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3336,0,BENITO JUAREZ,CUAUHTEMOC,PUEBLO DE SAN PABLO TEPETLAPA,#N/A,XOTEPINGO,COYOACAN,SUR,19.32213047,-99.14145711,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3337,0,NACAHUITL,ENTRE CUAUHTEMOC Y BENITO JUAREZ,PUEBLO DE SAN PABLO TEPETLAPA,#N/A,XOTEPINGO,COYOACAN,SUR,19.32200607,-99.14038907,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3369,0,TLALMANCO,BUENAVISTA,SANTA URSULA COAPA,#N/A,XOTEPINGO,COYOACAN,SUR,19.305756,-99.145738,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3371,0,CALZ. DE TLALPAN,ENTRE FRESNO Y TEXTITLAN,SANTA URSULA COAPA,#N/A,XOTEPINGO,COYOACAN,SUR,19.313973,-99.140369,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3372,0,HIDALGO,ABASOLO,SANTA URSULA COAPA,#N/A,XOTEPINGO,COYOACAN,SUR,19.3079883,-99.14450615,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3373,0,PRIVADA ESFUERZO,CALLEJON SIN NOMBRE,SANTA URSULA COAPA,#N/A,XOTEPINGO,COYOACAN,SUR,19.31225001,-99.14430339,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3374,0,CJON. ESFUERZO,ALLENDE,SANTA URSULA COAPA,#N/A,XOTEPINGO,COYOACAN,SUR,19.31106443,-99.14229719,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3375,0,TEXTITLAN,TLAPACOYA,SANTA URSULA COAPA,#N/A,XOTEPINGO,COYOACAN,SUR,19.31361582,-99.14291309,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3376,0,HIDALGO,ABASOLO,SANTA URSULA COAPA,#N/A,XOTEPINGO,COYOACAN,SUR,19.30798755,-99.14449702,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3377,0,CALZADA DE TLALPAN,ESFUERZO,EX HACIENDA COAPA,#N/A,XOTEPINGO,COYOACAN,SUR,19.31077182,-99.14142827,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3378,0,ESFUERZO,CALLEJON ESFUERZO,SANTA URSULA COAPA,#N/A,XOTEPINGO,COYOACAN,SUR,19.311304,-99.142719,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3379,0,JOSIJOPIL,CJON. ESFUERZO Y 2 DE DICIEMBRE,SANTA URSULA COAPA,#N/A,XOTEPINGO,COYOACAN,SUR,19.31110688,-99.14377225,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3380,0,JOSÉ MARÍA MORELOS,ENTRE SEGUNDA PRIVADA HIDALGO Y SAN GONZALO,SANTA URSULA COAPA,#N/A,XOTEPINGO,COYOACAN,SUR,19.309573,-99.145273,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3381,0,CALZADA DE TLALPAN,HIDALGO,SANTA URSULA COAPA,#N/A,XOTEPINGO,COYOACAN,SUR,19.30740999,-99.14326351,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3382,0,PRIVADA ESFUERZO,CJON. ESFUERZO,SANTA URSULA COAPA,#N/A,XOTEPINGO,COYOACAN,SUR,19.31072817,-99.14202846,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3383,0,HIDALGO,1RA PRIV. HIDALGO Y 2RA PRIV. HIDALGO,SANTA URSULA COAPA,#N/A,XOTEPINGO,COYOACAN,SUR,19.308348,-99.145943,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3384,0,BUENAVISTA,ENTRE LA FLORES Y BUENAVISTA,SANTA URSULA COAPA,#N/A,XOTEPINGO,COYOACAN,SUR,19.30660594,-99.14724233,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3385,0,ABASOLO 13-35,HIDALGO,SANTA URSULA COAPA,#N/A,XOTEPINGO,COYOACAN,SUR,19.306965,-99.145265,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3386,0,TEOTONGO,TLALMANALCO,SANTA URSULA COAPA,#N/A,XOTEPINGO,COYOACAN,SUR,19.30438943,-99.14714861,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3387,0,HIGUERA,HIGUERA,SANTA URSULA COAPA,#N/A,XOTEPINGO,COYOACAN,SUR,19.31451266,-99.14286646,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3388,0,2 DE DICIEMBRE,JOSE MARIA MORELOS,SANTA URSULA COAPA,#N/A,XOTEPINGO,COYOACAN,SUR,19.310427,-99.1452,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3389,0,1RA. PRIVADA BENITO JUÁREZ,JUAREZ,SANTA URSULA COAPA,#N/A,XOTEPINGO,COYOACAN,SUR,19.30976466,-99.14375963,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3391,0,2 DE DICIEMBRE,XOCHITL,SANTA URSULA COAPA,#N/A,XOTEPINGO,COYOACAN,SUR,19.310388,-99.144806,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3392,0,JUAREZ,2 DE DICIEMBRE,SANTA URSULA COAPA,#N/A,XOTEPINGO,COYOACAN,SUR,19.31061522,-99.14382186,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3393,0,LAS FLORES,CTO. ESTADIO AZTECA,PEDREGAL DE SANTA URSULA,#N/A,XOTEPINGO,COYOACAN,SUR,19.3045782,-99.14888388,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC3399,0,AV DEL IMAN,AV DEL IMAN 550,PEDREGAL DE CARRASCO,#N/A,XOTEPINGO,COYOACAN,SUR,19.308446,-99.164498,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC5459,0,REY TEPALCATZIN,ENTRE MIXTECAS Y CHICHIMECAS,AJUSCO,#N/A,XOTEPINGO,COYOACAN,SUR,19.319108,-99.160358,CRUCES SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC12470,0,AV. RENATO LEDUC,APATLACO,BOSQUES DE TETLAMEYA,#N/A,XOTEPINGO,COYOACAN,SUR,19.29730842,-99.15499926,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC14063,0,SAN PASCASIO,ENTRE SAN JORGE Y SAN ALEJANDRO,PEDREGAL DE SANTA URSULA,#N/A,XOTEPINGO,COYOACAN,SUR,19.30868296,-99.15957333,ESCUELA SEGURA,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC14214,0,3? CDA. HUAYAMILPAS,HUAYAMILPAS,AMPLIACION CANDELARIA,#N/A,XOTEPINGO,COYOACAN,SUR,19.32707592,-99.14952596,ESCUELA SEGURA,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC14219,0,TEPETLAPA,TEPETLAPA,ADOLFO RUIZ CORTINEZ,#N/A,XOTEPINGO,COYOACAN,SUR,19.3250438,-99.14626352,ESCUELA SEGURA,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC14220,0,AV. PANAMERICANA,ENTRE RINCONADA DE LOS RÍOS Y AV. PANAMERICANA,VILLA PANAMERICANA,#N/A,XOTEPINGO,COYOACAN,SUR,19.309695,-99.170178,ESCUELA SEGURA,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC14221,0,SAN RAÚL,ENTRE SAN BEJAMIN Y SAN LEON,PEDREGAL DE SANTA URSULA,#N/A,XOTEPINGO,COYOACAN,SUR,19.31258041,-99.14912687,ESCUELA SEGURA,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC14222,0,SAN EMETERIO,ENTRE SAN JORGE Y SAN ALEJANDRO,PEDREGAL DE SANTA URSULA,#N/A,XOTEPINGO,COYOACAN,SUR,19.30760208,-99.15583144,ESCUELA SEGURA,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC14231,0,TLAPACOYA,ESFUERZO,SANTA URSULA COAPA,#N/A,XOTEPINGO,COYOACAN,SUR,19.312039,-99.142901,ESCUELA SEGURA,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC14242,0,TECACALO,PEHUAME,ADOLFO RUIZ CORTINEZ,#N/A,XOTEPINGO,COYOACAN,SUR,19.32127681,-99.14672653,ESCUELA SEGURA,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC14243,0,PEHUAME,QUAUHNICOL,ADOLFO RUIZ CORTINEZ,#N/A,XOTEPINGO,COYOACAN,SUR,19.32127141,-99.14609434,ESCUELA SEGURA,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC14815,0,CIRCUITO ESTADIO AZTECA,EUDEVIAS,EL CARACOL,#N/A,XOTEPINGO,COYOACAN,SUR,19.30195672,-99.16164661,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC14824,0,San Gabriel,San Alberto,PEDREGAL DE SANTA URSULA,#N/A,XOTEPINGO,COYOACAN,SUR,19.31421558,-99.15040427,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC14828,0,Periferico Sur,ENTRE DEL SOL Y AV. PANAMERICANA,PEDREGAL DE CARRASCO,#N/A,XOTEPINGO,COYOACAN,SUR,19.30317157,-99.17410099,BARRIO SEGURO,CON BOTON,SIN ALTAVOZ,TOTEM,2,1,0,0,FIJA,TOTEMS,,,#N/A,COYOACAN,XOTEPINGO
MC17818,0,MEXICO 1968,AV DE LA LIVERTAD,VILLA PANAMERICANA,,XOTEPINGO,COYOACAN,SUR,19.306762,-99.170017,,CON BOTON,N/A,TOTEM_FASE2,2,1,0,0,FIJA,TOTEM_FASE2,44806,,,COYOACAN,XOTEPINGO
MC18824,0,AV PANAMERICANA,AV PANAMERICANA,VILLA PANAMERICANA,,XOTEPINGO,COYOACAN,SUR,19.306809,-99.176357,,CON BOTON,N/A,TOTEM_FASE2,2,1,0,0,FIJA,TOTEM_FASE2,44806,,,COYOACAN,XOTEPINGO
MC17835,0,RCDA DE LOS MORALES,MEXICO 1968,VILLA PANAMERICANA,,XOTEPINGO,COYOACAN,SUR,19.30704,-99.169434,,CON BOTON,N/A,TOTEM_FASE2,2,1,0,0,FIJA,TOTEM_FASE2,44806,,,COYOACAN,XOTEPINGO
MC18822,0,AV PANAMERICANA,MEXICO 1968,VILLA PANAMERICANA,,XOTEPINGO,COYOACAN,SUR,19.307763,-99.171463,,CON BOTON,N/A,TOTEM_FASE2,2,1,0,0,FIJA,TOTEM_FASE2,44806,,,COYOACAN,XOTEPINGO
MC18823,0,AV PANAMERICANA,AV PANAMERICANA,CENTRO URBANO,,XOTEPINGO,COYOACAN,SUR,19.306944,-99.174341,,CON BOTON,N/A,TOTEM_FASE2,2,1,0,0,FIJA,TOTEM_FASE2,44806,,,COYOACAN,XOTEPINGO
MC17833,0,AV PANAMERICANA,RCDA DE LAS TRIBUS,VISTAS DEL MAUREL,,XOTEPINGO,COYOACAN,SUR,19.306131,-99.173481,,CON BOTON,N/A,TOTEM_FASE2,2,1,0,0,FIJA,TOTEM_FASE2,44806,,,COYOACAN,XOTEPINGO
MC17817,0,AV DE IMAN,AV PANAMERICANA Y AV DE LA LIBERTAD,VILLA PANAMERICANA,,XOTEPINGO,COYOACAN,SUR,19.309006,-99.168166,,CON BOTON,N/A,TOTEM_FASE2,2,1,0,0,FIJA,TOTEM_FASE2,44806,,,COYOACAN,XOTEPINGO
MC17834,0,AV PANAMERICANA,RCDA DE LAS TRIBUS,VISTAS DEL MAUREL,,XOTEPINGO,COYOACAN,SUR,19.305363,-99.173541,,CON BOTON,N/A,TOTEM_FASE2,2,1,0,0,FIJA,TOTEM_FASE2,44806,,,COYOACAN,XOTEPINGO
MC17876,0,RCDA. PRECOLOMBINA,MEXICO 1968,VILLA PANAMERICANA,,XOTEPINGO,COYOACAN,SUR,19.303723,-99.166824,,CON BOTON,N/A,TOTEM_FASE2,2,1,0,0,FIJA,TOTEM_FASE2,44806,,,COYOACAN,XOTEPINGO
MC18999,0,C. HIDALGO,TLOLZIN,DE LA CANDELARIA,,XOTEPINGO,COYOACAN,SUR,19.324611,-99.14439865,,CON BOTON,N/A,TOTEM_FASE2,2,1,0,0,FIJA,TOTEM_FASE2,44928,,,COYOACAN,XOTEPINGO
MC17838,0,,,PEDREGAL DE CARRASCO,,XOTEPINGO,COYOACAN,SUR,19.303349,-99.175317,,CON BOTON,N/A,TOTEM_FASE2,2,1,0,0,FIJA,TOTEM_FASE2,44929,,,COYOACAN,XOTEPINGO
MC17854,0,,,PEDREGAL DE CARRASCO,,XOTEPINGO,COYOACAN,SUR,19.306876,-99.167575,,CON BOTON,N/A,TOTEM_FASE2,2,1,0,0,FIJA,TOTEM_FASE2,44929,,,COYOACAN,XOTEPINGO
MC17829,0,,,RINCONADA LAS PLAYAS INFONAVIT,,XOTEPINGO,COYOACAN,SUR,19.310253,-99.171104,,CON BOTON,N/A,TOTEM_FASE2,2,1,0,0,FIJA,TOTEM_FASE2,44930,,,COYOACAN,XOTEPINGO
MC17831,0,,,RINCONADA LAS PLAYAS INFONAVIT,,XOTEPINGO,COYOACAN,SUR,19.309678,-99.172917,,CON BOTON,N/A,TOTEM_FASE2,2,1,0,0,FIJA,TOTEM_FASE2,44930,,,COYOACAN,XOTEPINGO
MC17830,0,,,RINCONADA LAS PLAYAS INFONAVIT,,XOTEPINGO,COYOACAN,SUR,19.309492,-99.171833,,CON BOTON,N/A,TOTEM_FASE2,2,1,0,0,FIJA,TOTEM_FASE2,44930,,,COYOACAN,XOTEPINGO
MC17869,0,,,PEDREGAL DE SANTA URSULA,,XOTEPINGO,COYOACAN,SUR,19.309651,-99.147595,,CON BOTON,N/A,TOTEM_FASE2,2,1,0,0,FIJA,TOTEM_FASE2,44939,,,COYOACAN,XOTEPINGO
MC17110,0,,,PEDREGAL DEL MAUREL,,XOTEPINGO,COYOACAN,SUR,19.309121,-99.174285,,CON BOTON,N/A,TOTEM_FASE2,2,1,0,0,FIJA,TOTEM_FASE2,44939,,,COYOACAN,XOTEPINGO
3477,0,ANILLO PERIFERICO BLVD ADOLFO RUIZ CORTINES,ORIENTE 12,ISIDRO FABELA,#N/A,XOTEPINGO,COYOACAN,SUR,19.301659,-99.167297,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,6.5K,8K,TLALPAN,HUIPULCO-HOSPITALES
3482,0,BLVD ADOLFO RUIZ CORTINES,AV RENATO LEDUC,TORIELLO GUERRA,#N/A,XOTEPINGO,COYOACAN,SUR,19.296752,-99.157012,CONTROL DE TRANSITO,N/A,N/A,20m,1,0,0,0,PTZ,CIUDAD SEGURA,,6.5K,8K,TLALPAN,HUIPULCO-HOSPITALES
